CO_CNES;CO_IBGE;NO_FANTASIA;ESTADO;MUNICIPIO;CO_CEP;NO_BAIRRO;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NU_LATITUDE;NU_LONGITUDE
2345935;2604106;UNIDADE SAUDE ESCOLA DR ANTONIO VIEIRA;PE;CARUARU;55018410;SALGADO;RUA PRESIDENTE ARTUR BERNARDES;S/N;;-8.2720366;-35.9572279
2345951;2604106;ECOCARDIO;PE;CARUARU;55006280;MAURICIO DE NASSAU;AV AGAMENON MAGALHAES;965;;-8.2737812;-35.9740891
2682311;2604106;ALEXANDRE VARELA DE CARVALHO;PE;CARUARU;55014220;MAURICIO DE NASSAU;RUA PARNAIBA;95;;-8.273605664870045;-35.97028970718384
2682354;2604106;POLICLINICA BATISTA DR PAULO ANDRE PORTO;PE;CARUARU;55006110;SAO FRANCISCO;RUA MARCILIO DIAS;99;;-8.2902521;-35.9752731
2682478;2604106;UBS CIDADE JARDIM;PE;CARUARU;55021260;CIDADE JARDIM;RUA JURANDIR GALINDO R 5;290;;-8.280549234363002;-35.95250129699707
2682524;2604106;UBS JOSE LIBERATO I;PE;CARUARU;55027220;LOT JOSE LIBERATO;RUA MESTRE GALDINO;125;;-8.276727101164033;-36.0061240196228
2682567;2604106;UBS SALGADO IV;PE;CARUARU;55020215;SALGADO;RUA ALEXANDRINO DE ALENCAR;386;;-8.277279189362794;-35.95932483673096
2819260;2604106;CENTRAL DE REGULACAO DE ASSISTENCIA A SAUDE;PE;CARUARU;55006280;SAO FRANCISCO;RUA MARTIN AFONSO;267;FUNDOS;-8.291654444109838;-35.98013877868652
3040321;2604106;LABORATORIO PAULO MIRANDA LTDA SC;PE;CARUARU;55012190;MAURICIO NASSAU;RUA JOAO CURSINO;743;;-8.275134534716612;-35.97097635269165
3040364;2604106;FISIOTRAUMA;PE;CARUARU;55012640;MAURICIO DE NASSAU;AV DR PEDRO JORDAO;670;;-8.275898967414937;-35.9718132019043
2344548;2611705;POSTO DE SAUDE DE PINHOES PSF II;PE;RIACHO DAS ALMAS;55120000;VILA;VILA PINHOES;S/N;;-8.032331615932673;-35.84366798400879
3043525;2604106;CLINICA SANTA RITA;PE;CARUARU;55012100;MAURICO NASSAU;RUA GONCALVES DIAS;261;TERREO;-8.277236721067274;-35.973615646362305
2344599;2611705;POSTO DE SAUDE ALTO DO BANDEIRA;PE;RIACHO DAS ALMAS;55120000;POVOADO;SITIO ALTO DO BANDEIRA;S/N;;-8.152657602715925;-35.86589813232422
2344610;2611705;SINDICATO TRABALHADORES RURAIS DE RIACHO DAS ALMAS;PE;RIACHO DAS ALMAS;55120000;CENTRO;RUA ANACLETO BRAZ;64;;-8.136052250797489;-35.856236815452576
3051307;2611101;ANESTESIA E SERVICOS MEDICOS LTDA;PE;PETROLINA;56302290;CENTRO;RUA DO COLISEU;137;SALA 104;-9.3977541;-40.4991853
3315150;2611200;PSF MARIA DE LOURDES CORDEIRO AGUIAR;PE;POCAO;55240000;CENTRO;AV FREI HERCULANO;S/N;;-8.186;-36.705
2429683;2611101;UBS JOAO AUGUSTO DA SILVA;PE;PETROLINA;56304020;ZONA RURAL;POVOADO AGROVILA MASSANGANO;S/N;;-9.393;-40.508
9284303;2604007;CLINICA VIDA SAUDE;PE;CARPINA;55813620;CAJA;JOSE AZEVEDO GUERRA;79;;-7.84651195;-35.2600004552346
3350487;2602308;CEO CENTRO DE ESPECIALIZACAO ODONTOLOGICA;PE;BONITO;55680000;CENTRO;RUA DEPUTADO PAULO VIANA DE QUEIROZ;S/N;;-8.47;-35.729
3354784;2606002;R R CLINICA DE PISICOLOGIA E PSICODIAGNOSTICO;PE;GARANHUNS;55296010;CENTRO;RUA NAPOLEAO GALVAO;292;;-8.8907399;-36.4888895
3321975;2604106;LABORATORIO MEDICO DR ROMUALDO LINS LTDA;PE;CARUARU;55014020;M NASSAU;AV AGAMENON MAGALHAES;1083;;-8.2737812;-35.9740891
9012923;2604106;PRO SORRINDO PRODUTOS PARA ORTODONTIA;PE;CARUARU;55012290;MAURICIO DE NASSAU;AV AGAMENOM MAGALHAES;543;1 ANDAR;-8.27975561392437;-35.97153693437576
9005692;2601706;LABORATORIO MUNICIPAL DE BELO JARDIM;PE;BELO JARDIM;55157020;CENTRO;PRACA AMELIA SOARES PAES;S/N;;-8.336;-36.424
9022465;2704302;UDA DIVALDO SURUAGY 5 DS;AL;MACEIO;57045280;BARRO DURO;RUA LUCILO SIMOES SOUZA;109;LOT NOVA MORADA;-9.616866;-35.7117596
5488885;2601706;EACS PONTILHAO;PE;BELO JARDIM;55152070;PONTILHAO;TRAV 13 DE MAIO;001;;-8.336;-36.424
7996829;2704302;IMIC;AL;MACEIO;57025290;POCO;VILA DOS BANCARIOS;21;;-9.659968848611808;-35.72452425956726
7992955;2611606;US 403 USF UPINHA DIA CHIE;PE;RECIFE;52031330;CAMPO GRANDE;AV AGAMENON MAGALHAES;S/N;;-8.0841478;-35.195932
2009471;2701001;UBS ANA MARIA DO ESPIRITO SANTO S LUIZ;AL;BOCA DA MATA;57680000;ZONA RURAL;FAZ SEBASTIAO LUIZ;S/N;;-9.613628;-36.242418
2009463;2701001;UBS PERI PERI;AL;BOCA DA MATA;57680000;NAO CONSTA;POVOADO PERI PERI;S/N;;-9.663512028258404;-36.141141057014465
2009455;2701001;UBS BERNADETE LEITE MUTIRAO;AL;BOCA DA MATA;57680000;MUTIRAO;RUA JOSE PALMEIRA SAMPAIO;S/N;;-9.646747699922745;-36.20563209056854
2004577;2700607;SECRETARIA MUNICIPAL DE SAUDE DE BARRA DE SAO MIGUEL;AL;BARRA DE SAO MIGUEL;57180000;CENTRO;PRACA MIRIEL CAVALCANTE;143;AVENIDA CENTRAL;-9.839063943848387;-35.90602397918701
4020383;2705002;UNIDADE MISTA JOAQUIM PAULO VIEIRA MALTA;AL;MATA GRANDE;57540000;CENTRO;RUA ITACY BRANDAO BARBOSA;S/N;;-9.1200853;-37.7316183
3059235;2611101;SECAO DE BOMBEIROS DE PETROLINA;PE;PETROLINA;56306000;GERCINO COELHO;AVENIDA NILO COELHO;155;;-9.3853438;-40.5118107
7991932;2602902;CABOFTALMO;PE;CABO DE SANTO AGOSTINHO;54510360;CENTRO;HISTORIADOR PEREIRA DA COSTA;520;LOJA B;-8.2807514;-35.0309784
2346044;2604106;UBS CENTENARIO;PE;CARUARU;55008250;CENTENARIO;RUA DA UNIAO;S/N;;-8.2831864;-35.9795778
2682486;2604106;UBS SANTA ROSA I;PE;CARUARU;55026460;SANTA ROSA;RUA ARROJADO LISBOA;S/N;;-8.298066869810274;-35.96001148223877
9987371;2600054;SAUDE NA HORA DE CAETES;PE;ABREU E LIMA;53540010;TIMBO;ROTATORIA;45;A;-7.920562;-34.908656
2010763;2706307;SINDICATO DOS TRABALHADORES RURAIS DE P DOS INDIOS;AL;PALMEIRA DOS INDIOS;57600010;CENTRO;RUA MIGUEL MONTEIRO;110;;-9.407;-36.628
2010712;2706307;USF VILA JOAO XXIII;AL;PALMEIRA DOS INDIOS;57607020;JARDIM BRASIL;AVENIDA ALGOAS;2466;;-9.407;-36.628
2010720;2706307;USF OASIS II;AL;PALMEIRA DOS INDIOS;57600170;CENTRO;RUA OTAVIO CAVALCANTE;14;;-9.407;-36.628
2010585;2706307;USF VILA MARIA;AL;PALMEIRA DOS INDIOS;57600010;VILA MARIA;RUA GETULIO VARGAS;1177;;-9.407;-36.628
2006553;2702306;USF PINDORAMA CENTRO;AL;CORURIPE;57230000;PINDORAMA ZONA RURA;AVENIDA CAMACARI;S/N;;-10.13170828778649;-36.17647647857666
2006545;2702306;USF BARRO PRETO;AL;CORURIPE;57230000;CENTRO ZONA URBANA;RUA LINDOLFO SIMOES;S/N;;-10.13164491859805;-36.17705583572388
0077305;2606002;IDEALLE ODONTOLOGIA ESTETICA;PE;GARANHUNS;55296230;SANTO ANTONIO;RUA DR JOSE MARIANO;667;;-8.8887462;-36.4903153
9986537;2704302;QUALITYFISIO;AL;MACEIO;57036510;JATIUCA;RUA DR JOSE AFFONSO DE MELO;68;EDF HARMONY;-9.666;-35.735
2006537;2702306;USF CRUZEIRO JOSE HIGINO DE CARVALHO;AL;CORURIPE;57230000;ALTO DO CRUZEIRO Z;RUA CHICO AZEVEDO;S/N;;-10.214584436403307;-36.17866516113281
2004518;2700508;UNIDADE BASICA DE SAUDE MARINETE BALTAZAR;AL;BARRA DE SANTO ANTONIO;57925000;BARRA 2;RUA LUCIENE VIRGINIA DA ROCHA;S/N;ILHA DA CROA;-9.407361234680977;-35.498435497283936
0105945;2604106;FARMACIA DE CARUARU URGENCIA BOA VISTA;PE;CARUARU;55038300;BOA VISTA;RUA CABO;S/N;;-8.275856498970604;-35.98792791366577
0107182;2606002;CEADIM MUNIICPAL GARANHUNS;PE;GARANHUNS;55295270;SAO JOSE;RUA JOAQUIM TAVORA;1001;;-8.8855917;-36.4877844
0104531;2608057;CENTRAL DE ABASTECIMENTO;PE;JATOBA;56470000;ITAPARICA;TRAVESSA RIO GRANDE;S/N;;-9.183;-38.269
3390144;2602001;CAPS MARIA DE ARAUJO BARROS;PE;BODOCO;56220000;CENTRO;RUA ANTONIO CALADO DE SOUZA;273;;-7.782252;-39.936294
3358747;2610004;CENTRO MEDICO MARIO BENTO;PE;PALMARES;55540000;CENTRO;RUA CAPITAO PEDRO IVO;608;LOJA B;-8.683;-35.592
2635852;2613701;POSTO DE SAUDE DA FAMILIA CHA DA TABUA;PE;SAO LOURENCO DA MATA;54735010;CHA DA TABUA;AV 8 DE MAIO;S/N;;-7.990751;-35.030561
2712628;2613701;POSTO DE SAUDE DA FAMILIA SAO JOAO E SAO PAULO II;PE;SAO LOURENCO DA MATA;54705215;SAO JOAO E SAO PAULO;RUA SAO BERNARDO;296;;-8.0071069;-35.0140396
2637383;2611408;POSTO DA SAUDE DA FAMILIA HEROTILDES PEREIRA DE LIRA;PE;PRIMAVERA;55510000;CENTRO;RUA BARAO FREXEIRAS;S/N;;-8.331;-35.354
2713578;2600054;USF CAETES VELHO BAIXO;PE;ABREU E LIMA;53560071;CAETES VELHO;2 TRAV RUI BARBOSA;S/N;;-7.90707;-34.907496
2713705;2600054;USF TIMBO;PE;ABREU E LIMA;53520130;TIMBO;RUA CARLOS GOMES;425;;-7.912344550430671;-34.905163049697876
3011119;2612604;USF AGROVILA 15;PE;SANTA MARIA DA BOA VISTA;56380000;ZONA RURAL;AGROVILA 15 PROJETO CARAIBAS;S/N;;-8.448875322357825;-39.76805769387818
2713829;2600054;USF CAETES I;PE;ABREU E LIMA;53530468;CAETES I;RUA CENTO E OITENTA E SEIS;154;;-7.91842563217632;-34.9300754070282
2713934;2611903;PSF DA COHAB;PE;RIO FORMOSO;55570000;COHAB;RUA 5 A;S/N;;-8.664;-35.159
2635909;2613701;POSTO DE SAUDE DA FAMILIA BEIRA RIO;PE;SAO LOURENCO DA MATA;54715535;BEIRA RIO;AV BEIRA RIO;S/N;;-8.000098398052263;-35.03458231687546
2713985;2600054;USF EMBRIOES;PE;ABREU E LIMA;53540200;CAETES II;AVENIDA D;352;;-7.917073402884927;-34.91350203752518
2315033;2611309;CONSULTORIO DENTARIO;PE;POMBOS;55630000;CENTRO;RUA DO COMERCIO;171;;-8.141;-35.396
2635429;2614303;PSF SANTA TEREZINHA;PE;MOREILANDIA;56150000;ZONA RURAL;RUA SETE DE SETEMBRO;S/N;;-7.631;-39.551
9215549;2610905;ECO X RADIO IMAGEM E DIAGNOSTICOS;PE;PESQUEIRA;55200000;CENTRO;PRACA JOSE DIDIER PITA;105;;-8.358;-36.696
9239405;2611606;CARDIOMAX CLINICA CARDIOLOGICA LTDA;PE;RECIFE;50050000;BOA VISTA;RUA DA AURORA;325;SALA 1011;-8.06078455;-34.8812418367325
9070427;2604106;UPA BOA VISTA DR AMORIM;PE;CARUARU;55014085;DIVINOPOLIS;RUA PARAENSE;S/N;;-8.275468974204662;-35.98270297050476
2007193;2702702;CENTRO DE SAUDE ENG MARCIO SILVIO WANDERLEY DE PAIVA;AL;FELIZ DESERTO;57220000;ZONA RURAL;RUA VEREADOR ADELSON POSSIDONIO;S/N;CONJ DIVALDO SURUAGY;-10.295549455346189;-36.30558729171753
9202021;2610707;OUVIR BEM;PE;PAULISTA;53401370;PAULISTA CENTRO;PRACA PAPA JOAO XXIII;612;;-7.942446222237867;-34.88365173339844
9220682;2615607;CENTRAL DE REGULACAO DE TRINDADE;PE;TRINDADE;56250000;CENTRO;RUA 25 DE ABRIL;174;;-7.7587656;-40.2677023
9125418;2607901;FERNANDO CAMPOS CONSULTORIOS;PE;JABOATAO DOS GUARARAPES;54410010;PIEDADE;BERNARDO VIEIRA DE MELO;3462;SALA 102;-8.189527;-34.919778
9196056;2608800;CENTRAL DE ABASTECIMENTO FARMACEUTICO CAF LAJEDO;PE;LAJEDO;55385000;CENTRO;RUA DO HOSPITAL;S/N;;-8.273841;-35.9742406
2011301;2709400;LABORATORIO DE ANALISES CLINICAS;AL;VICOSA;57700000;CENTRO;MOTA LIMA;28;;-9.3711355;-36.2416535
9202293;2611606;SOS MAO RECIFE;PE;RECIFE;51110160;PINA;AV REPUBLICA DO LIBANO;251;TORRE 3 1 ANDAR;-8.0853138;-34.8955313
2008378;2706604;SECRETARIA MUNICIPAL DE SAUDE DE PAULO JACINTO;AL;PAULO JACINTO;57740000;CENTRO;RUA FLORIANO PEIXOTO;37;;-9.365740299967326;-36.36993885040283
2720418;2706604;POSTO DE SAUDE FREI DAMIAO PSF II;AL;PAULO JACINTO;57740000;ZONA RURAL;VILA SAO FRANCISCO;S/N;;-9.365740299967326;-36.36996030807495
2722828;2706802;SECRETARIA MUNICIPAL DE SAUDE DE PIACABUCU;AL;PIACABUCU;57210000;CENTRO;RUA DR NEMESIO FREIRE;S/N;;-10.406;-36.434
2007649;2706901;USF CHA DO PILAR;AL;PILAR;57150000;CHA DO PILAR;LOTEAMENTO EDITE FRANCA;S/N;;-9.594550835613612;-35.9631872177124
2720124;2707008;SECRETARIA MUNICIPAL DA SAUDE DE PINDOBA;AL;PINDOBA;57720000;CENTRO;RUA SAO JOSE;S/N;;-9.475725333583737;-36.28740191459656
2704536;2707107;UBS LUIZ LUNA TORRES;AL;PIRANHAS;57460000;ZONA RURAL;AVENIDA JOSE LUIS FILHO;S/N;;-9.424584;-37.715212
9182314;2601904;CLINICA DE FISIOTERAPIA ESPACO VIDA DE BEZERROS;PE;BEZERROS;55660000;IRMA JULIA;APRIGIO AMORIM;67;;-8.238673621756169;-35.75521945953369
9251251;2700300;COA;AL;ARAPIRACA;57315745;ARNON DE MELO;RODOVIA AL 220;344;LETRA A KM 02;-9.752;-36.661
9251499;2706307;BRASILEIROS SORRIDENTES;AL;PALMEIRA DOS INDIOS;57607570;VILA MARIA;AVENIDA VIEIRA DE BRITO;1176;;-9.4262363;-36.6355122
3532216;2608453;PSF NOSSA SENHORA DA SOLIDADE;PE;LAGOA DO CARRO;55820000;CENTRO;RUA NOSSA SENHORA DA SOLEDADE;S/N;;-7.841275072720787;-35.3045654296875
3532224;2616183;UBS MESTRE LINO;PE;VERTENTE DO LERIO;55760000;ZONA RURAL;SITIO JARDIM;S/N;;-7.771;-35.85
3565491;2600708;UNIDADE DE SAUDE DA FAMILIA ANTONIO JOSE DE MELO;PE;ALIANCA;55890000;CENTRO;RUA ANTONIO JOSE DE MELO;12;;-7.6031561;-35.228658
3565521;2600708;UNIDADE DE SAUDE DA FAMILIA CAUEIRAS II;PE;ALIANCA;55890000;CAUEIRAS;LOTEAMENTO JOSE COELHO SOBRINHO;S/N;;-7.603660514270863;-35.23637294769287
3545083;2614501;UNIDADE DE SAUDE DA FAMILIA DE FURNAS;PE;SURUBIM;55750000;ZONA RURAL;SITIO FURNAS;S/N;;-7.955877163205325;-35.87860107421875
3545091;2614501;UNIDADE DE SAUDE DA FAMILIA DO PLANALTO;PE;SURUBIM;55750000;PLANALTO;RUA SAO JOSE;S/N;;-7.834542;-35.7446835
3545059;2614501;UNIDADE DE SAUDE DA FAMILIA VILA SOCIAL;PE;SURUBIM;55750000;SAO SEBASTIAO;VILA SOCIAL CONTRA MUCAMBO;S/N;;-7.851478326236707;-35.774574279785156
3140849;2607901;BIO SANTE;PE;JABOATAO DOS GUARARAPES;54080310;PIEDADE;AVENIDA BERNARDO VIEIRA DE MELO;22;;-8.159359;-34.912082
2639254;2601102;CASA DE SAUDE SAO JOSE;PE;ARARIPINA;56280000;CENTRO;RUA JOSE ARNOUD CAMPOS;471;;-7.576;-40.498
2638932;2610301;HOSPITAL MUNICIPAL ANTONIO XAVIER SOBRINHO;PE;PARANATAMA;55355000;CENTRO;RUA ROLDAO JOSE GUIMARAES;100;;-8.919689925333973;-36.65614128112793
2682303;2604106;AME AMBULATORIO MULTIPROFISSIONAL ESPECIALIZADO;PE;CARUARU;55036000;VILA KENNEDY;AV LEAO DOURADO;1248;GALERIA;-8.2881142;-35.9851502
2633523;2615805;USF POVOADO MATA VERDE;PE;TUPANATINGA;56540000;ZONA RURAL;POVOADO MATA VERDE;S/N;;-8.760987288772393;-37.30532169342041
2712369;2615805;USF POVOADO BOQUEIRAO;PE;TUPANATINGA;56540000;ZONA RURAL;POVOADO BOQUEIRAO;S/N;;-8.791142860409746;-37.22070336341858
9198075;2706406;ACADEMIA DA SAUDE;AL;PAO DE ACUCAR;57400000;CENTRO;AVENIDA MAESTRO MANOELITO BEZERRA LIMA;S/N;PRACA;-9.747950263895001;-37.436513900756836
9150579;2606309;NASF II GRANITO;PE;GRANITO;56160000;CENTRO;RUA GERALDO MARQUES DE SOUZA;S/N;;-7.716;-39.615
9154329;2613602;ACADEMIA DA SAUDE SR MANOEL BEZERRA FILHO;PE;SAO JOSE DO EGITO;56700000;VILA DA COHAB;AV MANOEL BRAZ DE SIQUEIRA;S/N;;-7.479;-37.274
9207600;2601102;SAMAS SAUDE;PE;ARARIPINA;56280000;CENTRO;ANTONIO DE BARROS MUNIZ;231;;-7.576;-40.498
9223568;2605152;ACADEMIA DAS CIDADES;PE;DORMENTES;56355000;CENTRO;AVENIDA MARIA REIS;20;;-8.4455311;-40.7663503
9147616;2604106;UNIDADE MUNICIPAL DE FISIOTERAPIA;PE;CARUARU;55012670;MAURICIO DE NASSAU;RUA DEOLINDO TAVARES;191;;-8.2763263;-35.9695438
5670616;2609154;ESF ANTONIO TADEU PEDRO LIMA;PE;MANARI;56565000;CENTRO;RUA DO ALTO MORCEGO;S/N;;-8.964;-37.628
9103996;2606002;CONSULTORIO DR ANTONIO FILHO;PE;GARANHUNS;55295230;HELIOPOLIS;RUA DAVID JORGE RODRIGUES;232;;-8.889142076017087;-36.48207664489746
9150862;2604106;S M A DE ALBUQUERQUE SERVICOS DE FONOAUDIOLOGIA ME;PE;CARUARU;55012600;MAURICIO DE NASSAU;RUA NOSSA SENHORA DE FATIMA;71;SALA 04;-8.2060451;-36.0804004
3184714;2612505;UNIDADE DE SAUDE DA FAMILIA DO BELA VISTA;PE;SANTA CRUZ DO CAPIBARIBE;55195509;BELA VISTA;RUA MARIA EUNICE CHAGAS;254;;-7.944677659016474;-36.21265411376953
2344289;2612505;HOSPITAL MUNICIPAL RAYMUNDO FRANCELINO ARAGAO;PE;SANTA CRUZ DO CAPIBARIBE;55194300;SAO CRISTOVAO;AVENIDA 29 DE DEZEMBRO;767;;-7.952678854015871;-36.207085847854614
2344343;2612505;UNIDADE DE SAUDE DA FAMILIA DA COHAB;PE;SANTA CRUZ DO CAPIBARIBE;55192000;COHAB;RUA RUI BARBOSA;S/N;;-7.956557199152289;-36.20495080947876
2637995;2612505;FUNDACAO PADRE ZUZINHA;PE;SANTA CRUZ DO CAPIBARIBE;55192000;NOVO;RUA JOSE OLIMPIO DA ROCHA;47;;-7.9537786076642;-36.20346486568451
2698900;2612505;CONSULTORIO ODONTOLOGICO DRFLAVIO MACHADO;PE;SANTA CRUZ DO CAPIBARIBE;55192280;CENTRO;RUA DR SILVIO MONTEIRO;182;;-7.956259683564296;-36.198813915252686
2699184;2612505;CONSULTORIO ODONTOLOGICO DRA ANDREA;PE;SANTA CRUZ DO CAPIBARIBE;55192448;NOVO;RUA MARIA FRANCISCA DA SILVA;59;;-7.952588535952363;-36.20271384716034
9132821;2604106;UBS SEVERINO AFONSO;PE;CARUARU;55044990;SEVERINO AFONSO;RUA FLORINALDO DA SILVA;S/N;;-8.253846612172632;-35.980621576309204
9117105;2706901;ADEFIP;AL;PILAR;57150000;CHA DO PILAR;EDITE FRANCA;S/N;QUADRA C LOTE 06;-9.594474139595253;-35.96230208873749
9131647;2602605;USF ANTONIO DA SILVA VIEIRA;PE;BREJO DA MADRE DE DEUS;55170000;CENTRO;RUA PROJETADA;S/N;;-8.146;-36.371
9160671;2610707;CONSULTAR;PE;PAULISTA;53415260;PARATIBE;PRESIDENTE GETULIO VARGAS;172;LOJA S N;-7.9448264210371855;-34.8841667175293
9037322;2612505;NUCLEO INTEGRADO DE SAUDE E ACAO SOCIAL JACANA;PE;SANTA CRUZ DO CAPIBARIBE;55192000;JACANA;RUA MANOEL MESTRE DA SILVA;05;;-7.958475106956293;-36.20019793510437
9091769;2602902;PLUS MED;PE;CABO DE SANTO AGOSTINHO;54510410;CENTRO;RUA DOUTOR FERNANDO GONCALVES CASCAO;227;;-8.2830462;-35.0332418
9019650;2611101;LABORATORIO PETRI;PE;PETROLINA;56302150;CENTRO;RUA DR JULIO DE MELO;62;;-9.393;-40.508
9069194;2601201;LAB IMAGEM CLINICA MEDICA;PE;ARCOVERDE;56506480;CENTRO;JOSE MAGALHAES DE FRANCA;125;;-8.419;-37.054
9065148;2609600;LABORATORIO MARCELO MAGALHAES S A;PE;OLINDA;53030010;BAIRRO NOVO;AVENIDA GETULIO VARGAS;1735;;-7.9963052;-34.8395107
9065172;2609600;PLANO HUMANO PSICOLOGIA CLINICA ORGANIZACIONAL E DO TRABAL;PE;OLINDA;53030200;BAIRRO NOVO;RUA ALBERTO LUNDGREN;149;;-8.0022174;-34.8408347
7989814;2611101;ODONTO CLASS;PE;PETROLINA;56304160;CENTRO;AV MONSENHOR ANGELO SAMPAIO;100;;-9.384209;-40.4886422
2005417;2700300;CHAMA;AL;ARAPIRACA;57300440;ZONA INDUSTRIAL;RODOVIA AL 220 KM 04;S/N;;-9.752;-36.661
2005050;2700300;HOSPITAL REGIONAL DE ARAPIRACA;AL;ARAPIRACA;57300080;CENTRO;RUA SAO FRANCISCO;154;;-9.7572413;-36.6589285
2005239;2700300;II CENTRO;AL;ARAPIRACA;57307295;BAIXA GRANDE;RUA EXPEDICIONARIOS BRASILEIROS;S/N;;-9.7457243;-36.6662145
2005301;2700300;UNIDADE BASICA DE CACIMBAS DR JUDA FERNANDES LIMA;AL;ARAPIRACA;57304510;CACIMBAS;RUA VEREADOR BENICIO ALVES DE OLIVEIRA;395;;-9.752;-36.661
9003738;2704302;CONSUILTORIO ODONTOLOGICO ALYSON FERRAZ;AL;MACEIO;57037035;MANGABEIRAS;AV VENERAVEL JOAO VIEIRA CHAGAS;93;;-9.6436724;-35.7092409
9005412;2704302;CLINDENT;AL;MACEIO;57084651;BENEDITO BENTES;CONJ BENEDITO BENTES;635;QD C4 SL B;-9.5561682;-35.7237673
7965656;2705705;FS LABORATORIO DE PROTESE DENTARIA;AL;OLHO DAGUA DAS FLORES;57442000;CENTRO;AV DOIS DE DEZEMBRO;863;A;-9.52958045861882;-37.295483350753784
7988001;2606804;UNIDADE DE SAUDE DE PITANGA;PE;IGARASSU;53610000;LOT AGAMENON MAGALH;R NILSON MONTEIRO DA SILVA;S/N;RESIDENCIAL PITANGA;-7.841032;-34.924938
2008459;2701308;SECRETARIA MUNICIPAL DE SAUDE DE CAJUEIRO;AL;CAJUEIRO;57770000;NAO CONSTA;AV ANTONIO CARLOS DE MORAES;S/N;;-9.399843479360776;-36.144303381443024
2010402;2701308;UNIDADE DE SAUDE LIGIA TOLEDO PSF;AL;CAJUEIRO;57770000;CENTRO;AV MANOEL ALVES;S/N;;-9.39678711186365;-36.15142464637756
9037306;2604106;CENTRO DE ZOONOSES DE CARUARU;PE;CARUARU;55040080;ALTO DO MOURA;RUA SAO SEBASTIAO;S/N;;-8.28502161394191;-36.00032776594162
9019049;2607000;CENTRAL MUNICIPAL DA REDE DE FRIO DE INAJA;PE;INAJA;56560000;CENTRO;RUA PADRE AUGUSTINHO BOLHEN;S/N;;-8.903;-37.827
9030042;2604007;CLINICA VISAO;PE;CARPINA;55815005;SAO JOSE;CONGRESSO EUCARISTICO INTERNACIONAL;257;;-7.851;-35.255
9011412;2601904;SALUTE;PE;BEZERROS;55660000;SANTO AMARO;AVENIDA FELIX ROCHA WANDERLEY;25;;-8.242835899613935;-35.760862827301025
3009149;2612604;POSTO DE SAUDE DO CUPIRA;PE;SANTA MARIA DA BOA VISTA;56380000;ZONA RURAL;FAZENDA CUPIRA;S/N;;-8.775564;-39.716313
3009173;2612604;POSTO DE SAUDE DO URIMAMA;PE;SANTA MARIA DA BOA VISTA;56380000;ZONA RURAL;POVOADO DO URIMAMA;S/N;;-8.424108;-39.9554
3002624;2606002;USF INDIANO II;PE;GARANHUNS;55296350;SEVERIANO MORAES FIL;RUA CECILIA RODRIGUES;400;;-8.8809163;-36.4676432
9018921;2610301;CENTRAL DE ABASTECIMENTO MUNICIPAL CEADIM PARANATAMA;PE;PARANATAMA;55355000;CENTRO;RUA ROLDAO JOSE GUIMARAES;S/N;;-8.919689925333973;-36.656227111816406
3004708;2602605;PSF VIII FAZENDA NOVA;PE;BREJO DA MADRE DE DEUS;55170000;FAZENDA NOVA;AV DOM PEDRO I;00;;-8.1705576;-36.1973119
3002721;2606002;USF PARQUE FENIX;PE;GARANHUNS;55296350;PARQUE FENIX;RUA ANTONIO FAUSTINO DA SILVA;90;;-8.89037167091399;-36.45965337753296
9015191;2607901;TOTAL SAUDE;PE;JABOATAO DOS GUARARAPES;54410010;PIEDADE;BERNARDO VIEIRA DE MELO;2248;;-8.175981;-34.916769
9015493;2608602;UBS SITIO MOCOS;PE;LAGOA DO OURO;55320000;ZONA RURAL;SITIO MOCOS;S/N;;-9.127;-36.459
9015523;2602803;PSF VILA SAO JOSE II;PE;BUIQUE;56520000;CENTRO;AVENIDA JONAS CAMELO;S/N;;-8.623;-37.156
2712040;2609907;HOSPITAL REGIONAL FERNANDO BEZERRA;PE;OURICURI;56200000;CENTRO;RUA TEOBALDO GOMES TORRES;510;;-7.882858;-40.08464
2635380;2612554;USF DE LIVRAMENTO;PE;SANTA FILOMENA;56210000;POVOADO;POVOADO DE LIVRAMENTO;S/N;;-8.165178867288311;-40.61313986778259
2706717;2616506;PSF 5 DO ENGENHO BELEZA;PE;XEXEU;55555000;ZNA RURAL;ENGENHO BELEZA;S/N;;-8.802;-35.627
2713667;2607307;ESF SERRA BRANCA;PE;IPUBI;56260000;SERRA BRANCA;RUA ENEAS SOTERO;S/N;;-7.565449063652728;-40.23342490196228
9041567;2603454;CASA DE SAUDE INDIGENA PERNAMBUCO;PE;CAMARAGIBE;54768000;ALDEIA DOS CAMARAS;LOTEAMENTO PAU FERRO;2692;;-8.022;-34.981
9005188;2611101;INSTITUTO DA MULHER PETROLINA;PE;PETROLINA;56304040;CENTRO;RUA DOUTOR JOSE MARIA;84;;-9.393;-40.508
9002871;2705200;UNIDADE BASICA DE SAUDE JOSE AMORIM DE ALMEIDA;AL;MESSIAS;57990000;CENTRO;CONJUNTO JARBAS MAYA DE OMENA;S/N;;-9.388456719593108;-35.83967658699463
9027092;2704302;UNID DE SAUDE DOCENTE ASSIST JOSE LAJES FILHO UNIT 8 DS;AL;MACEIO;57038300;CRUZ DAS ALMAS;RUA JOAO CANUTO DA SILVA;63;;-9.6305592;-35.6972963
